,Member_number,Date,itemDescription,TransactionID
16943,3856,2015-03-06,Long Life Bakery Product,3856_2015-03-06
16944,3141,2015-07-29,Whole Milk,3141_2015-07-29
16945,4640,2015-09-25,Pip Fruit,4640_2015-09-25
16946,4851,2015-05-25,Herbs,4851_2015-05-25
16947,3306,2015-09-22,Sausage,3306_2015-09-22
16948,2193,2015-04-08,Cream Cheese ,2193_2015-04-08
16949,1156,2015-09-13,Other Vegetables,1156_2015-09-13
16950,4596,2015-04-08,Whole Milk,4596_2015-04-08
16951,1245,2015-10-08,Rolls/Buns,1245_2015-10-08
16952,1515,2015-07-05,Other Vegetables,1515_2015-07-05
16953,2564,2015-07-14,White Wine,2564_2015-07-14
16954,4527,2015-10-18,Tropical Fruit,4527_2015-10-18
16955,2487,2015-07-09,Other Vegetables,2487_2015-07-09
16956,3420,2015-02-27,Root Vegetables,3420_2015-02-27
16957,4442,2015-11-28,Whipped/Sour Cream,4442_2015-11-28
16959,3601,2015-04-01,Meat,3601_2015-04-01
16960,3176,2015-05-25,Whole Milk,3176_2015-05-25
16961,2568,2015-07-22,Tropical Fruit,2568_2015-07-22
16962,1856,2015-10-26,Tropical Fruit,1856_2015-10-26
16963,3859,2015-09-30,Nuts/Prunes,3859_2015-09-30
16964,1668,2015-08-21,Female Sanitary Products,1668_2015-08-21
16965,4499,2015-08-23,Other Vegetables,4499_2015-08-23
16966,1753,2015-08-21,Pickled Vegetables,1753_2015-08-21
16968,4825,2015-01-08,Root Vegetables,4825_2015-01-08
16969,3694,2015-11-10,Other Vegetables,3694_2015-11-10
16970,4147,2015-01-02,Bottled Beer,4147_2015-01-02
16971,2196,2015-10-09,House Keeping Products,2196_2015-10-09
16972,2229,2015-05-22,Rolls/Buns,2229_2015-05-22
16973,4724,2015-09-03,Hamburger Meat,4724_2015-09-03
16974,3066,2015-10-11,Other Vegetables,3066_2015-10-11
16975,1120,2015-06-08,Other Vegetables,1120_2015-06-08
16976,4769,2015-08-22,Meat,4769_2015-08-22
16977,4711,2015-09-17,Napkins,4711_2015-09-17
16978,2391,2015-06-22,Hamburger Meat,2391_2015-06-22
16979,1216,2015-03-04,Onions,1216_2015-03-04
16980,3154,2015-05-14,Grapes,3154_2015-05-14
16981,3911,2015-07-30,Dessert,3911_2015-07-30
16982,3111,2015-10-15,Whole Milk,3111_2015-10-15
16983,1385,2015-11-26,Frozen Vegetables,1385_2015-11-26
16984,1158,2015-03-21,Citrus Fruit,1158_2015-03-21
16986,4999,2015-12-26,Herbs,4999_2015-12-26
16987,2882,2015-06-12,Other Vegetables,2882_2015-06-12
16988,2590,2015-06-25,Dog Food,2590_2015-06-25
16989,4249,2015-08-04,Bottled Water,4249_2015-08-04
16990,3012,2015-05-03,Onions,3012_2015-05-03
16991,1533,2015-11-07,Other Vegetables,1533_2015-11-07
16992,1667,2015-01-12,Onions,1667_2015-01-12
16993,4323,2015-05-13,Beef,4323_2015-05-13
16994,2087,2015-02-22,Citrus Fruit,2087_2015-02-22
16995,1853,2015-05-31,Ice Cream,1853_2015-05-31
16996,2157,2015-10-29,Meat,2157_2015-10-29
16997,1136,2015-10-29,Beef,1136_2015-10-29
16998,2049,2015-10-07,Whole Milk,2049_2015-10-07
16999,3122,2015-05-02,Chicken,3122_2015-05-02
17000,2245,2015-05-15,Whole Milk,2245_2015-05-15
17001,4746,2015-10-18,Ham,4746_2015-10-18
17002,4224,2015-02-24,Tropical Fruit,4224_2015-02-24
17003,4219,2015-03-19,Other Vegetables,4219_2015-03-19
17004,2641,2015-01-01,Other Vegetables,2641_2015-01-01
17005,3173,2015-07-25,Root Vegetables,3173_2015-07-25
17006,2191,2015-10-19,Root Vegetables,2191_2015-10-19
17007,4212,2015-04-07,Whipped/Sour Cream,4212_2015-04-07
17008,1902,2015-12-01,Butter,1902_2015-12-01
17009,1347,2015-03-27,Pip Fruit,1347_2015-03-27
17010,1578,2015-06-23,Bottled Beer,1578_2015-06-23
17011,1264,2015-11-23,Curd,1264_2015-11-23
17012,4632,2015-09-30,Canned Beer,4632_2015-09-30
17013,3452,2015-11-01,Other Vegetables,3452_2015-11-01
17014,4822,2015-02-10,Whole Milk,4822_2015-02-10
17015,3987,2015-06-18,Pip Fruit,3987_2015-06-18
17016,1672,2015-10-07,Yogurt,1672_2015-10-07
17017,4864,2015-12-01,Oil,4864_2015-12-01
17018,3368,2015-03-09,Domestic Eggs,3368_2015-03-09
17019,1283,2015-09-22,Chicken,1283_2015-09-22
17020,4428,2015-06-28,Sugar,4428_2015-06-28
17021,2577,2015-10-25,Dessert,2577_2015-10-25
17022,1973,2015-10-24,Specialty Chocolate,1973_2015-10-24
17023,3284,2015-01-23,Newspapers,3284_2015-01-23
17024,1905,2015-05-19,Other Vegetables,1905_2015-05-19
17025,2226,2015-03-09,Whole Milk,2226_2015-03-09
17026,1932,2015-09-04,Zwieback,1932_2015-09-04
17027,4506,2015-08-11,Bottled Water,4506_2015-08-11
17028,1843,2015-11-27,Root Vegetables,1843_2015-11-27
17029,3973,2015-07-27,Coffee,3973_2015-07-27
17030,1651,2015-07-28,Chicken,1651_2015-07-28
17031,3997,2015-10-12,Bottled Beer,3997_2015-10-12
17032,4796,2015-08-25,Other Vegetables,4796_2015-08-25
17033,1245,2015-09-24,Other Vegetables,1245_2015-09-24
17034,3579,2015-08-17,Other Vegetables,3579_2015-08-17
17035,4387,2015-02-10,Baking Powder,4387_2015-02-10
17036,2496,2015-06-29,Shopping Bags,2496_2015-06-29
17037,3590,2015-03-28,Other Vegetables,3590_2015-03-28
17038,2890,2015-04-26,Newspapers,2890_2015-04-26
17039,1401,2015-01-27,Soda,1401_2015-01-27
17040,3297,2015-05-21,Meat,3297_2015-05-21
17041,2867,2015-12-23,Bottled Water,2867_2015-12-23
17043,2355,2015-07-24,Bottled Beer,2355_2015-07-24
17044,1170,2015-03-19,Sparkling Wine,1170_2015-03-19
17045,3554,2015-03-21,Meat,3554_2015-03-21
17046,4171,2015-01-26,Newspapers,4171_2015-01-26
17047,3963,2015-09-17,Pork,3963_2015-09-17
17048,3076,2015-12-08,Butter Milk,3076_2015-12-08
17049,1629,2015-05-17,Ham,1629_2015-05-17
17050,1366,2015-05-30,Waffles,1366_2015-05-30
17051,3677,2015-07-29,Rolls/Buns,3677_2015-07-29
17052,2844,2015-05-21,Whipped/Sour Cream,2844_2015-05-21
17053,4509,2015-09-28,Soda,4509_2015-09-28
17054,3245,2015-05-11,Chocolate,3245_2015-05-11
17055,2294,2015-06-22,Tropical Fruit,2294_2015-06-22
17056,1234,2015-11-20,Root Vegetables,1234_2015-11-20
17057,3001,2015-12-24,Chicken,3001_2015-12-24
17058,3587,2015-08-05,Pastry,3587_2015-08-05
17059,2700,2015-01-22,Tropical Fruit,2700_2015-01-22
17060,3838,2015-12-14,Red/Blush Wine,3838_2015-12-14
17061,4045,2015-12-22,Whole Milk,4045_2015-12-22
17062,1858,2015-04-25,Yogurt,1858_2015-04-25
17063,2280,2015-01-11,Organic Products,2280_2015-01-11
17064,2454,2015-04-06,Rolls/Buns,2454_2015-04-06
17065,4437,2015-10-09,Hard Cheese,4437_2015-10-09
17066,1685,2015-03-30,Pickled Vegetables,1685_2015-03-30
17067,2349,2015-02-26,Whole Milk,2349_2015-02-26
17068,1463,2015-12-24,Root Vegetables,1463_2015-12-24
17069,3470,2015-02-19,Zwieback,3470_2015-02-19
17071,2448,2015-08-31,Rolls/Buns,2448_2015-08-31
17072,3387,2015-05-10,Whole Milk,3387_2015-05-10
17073,3167,2015-11-04,Hygiene Articles,3167_2015-11-04
17074,3175,2015-03-17,Curd,3175_2015-03-17
17075,2678,2015-09-21,Rolls/Buns,2678_2015-09-21
17076,4627,2015-12-18,Curd,4627_2015-12-18
17077,1773,2015-10-17,Pip Fruit,1773_2015-10-17
17078,3100,2015-05-23,Rolls/Buns,3100_2015-05-23
17079,3232,2015-05-29,Other Vegetables,3232_2015-05-29
17080,3673,2015-08-12,Butter Milk,3673_2015-08-12
17081,4068,2015-11-19,Tropical Fruit,4068_2015-11-19
17082,2340,2015-10-07,Beef,2340_2015-10-07
17083,1930,2015-03-01,Soda,1930_2015-03-01
17084,3526,2015-06-02,Coffee,3526_2015-06-02
17085,1617,2015-02-10,Dessert,1617_2015-02-10
17086,1028,2015-07-11,Root Vegetables,1028_2015-07-11
17087,4440,2015-12-01,Root Vegetables,4440_2015-12-01
17088,3554,2015-07-23,Root Vegetables,3554_2015-07-23
17089,1632,2015-12-15,Rolls/Buns,1632_2015-12-15
17090,1429,2015-02-07,Pip Fruit,1429_2015-02-07
17091,1225,2015-05-20,Brown Bread,1225_2015-05-20
17092,2509,2015-07-15,Rolls/Buns,2509_2015-07-15
17093,4945,2015-08-02,Butter,4945_2015-08-02
17094,4342,2015-03-18,Rolls/Buns,4342_2015-03-18
17095,1832,2015-09-28,Candles,1832_2015-09-28
17096,1518,2015-06-21,Yogurt,1518_2015-06-21
17097,1512,2015-09-20,Domestic Eggs,1512_2015-09-20
17098,4818,2015-03-20,Pastry,4818_2015-03-20
17099,4686,2015-08-19,Whole Milk,4686_2015-08-19
17100,4986,2015-02-01,Other Vegetables,4986_2015-02-01
17101,2755,2015-02-06,Fruit/Vegetable Juice,2755_2015-02-06
17102,4532,2015-11-29,Chicken,4532_2015-11-29
17103,2070,2015-08-16,Pip Fruit,2070_2015-08-16
17104,1894,2015-05-09,Soda,1894_2015-05-09
17106,2140,2015-09-28,Root Vegetables,2140_2015-09-28
17107,3286,2015-12-23,Yogurt,3286_2015-12-23
17108,4729,2015-04-08,Frozen Vegetables,4729_2015-04-08
17109,3204,2015-02-20,Oil,3204_2015-02-20
17110,1574,2015-04-18,Whipped/Sour Cream,1574_2015-04-18
17111,3361,2015-07-22,Beef,3361_2015-07-22
17112,1776,2015-02-25,Uht-Milk,1776_2015-02-25
17113,2009,2015-10-11,Soda,2009_2015-10-11
17114,3479,2015-03-24,Soda,3479_2015-03-24
17115,2394,2015-11-22,Whole Milk,2394_2015-11-22
17116,1337,2015-12-25,Bottled Water,1337_2015-12-25
17117,3574,2015-06-13,Domestic Eggs,3574_2015-06-13
17118,1727,2015-07-18,Beef,1727_2015-07-18
17119,1016,2015-10-05,Bottled Beer,1016_2015-10-05
17120,4326,2015-01-21,Whole Milk,4326_2015-01-21
17121,2212,2015-09-22,Other Vegetables,2212_2015-09-22
17122,1990,2015-08-01,Tropical Fruit,1990_2015-08-01
17123,3836,2015-12-06,Other Vegetables,3836_2015-12-06
17124,4560,2015-07-01,Other Vegetables,4560_2015-07-01
17125,1119,2015-02-04,Whole Milk,1119_2015-02-04
17126,1379,2015-05-18,Dishes,1379_2015-05-18
17127,1658,2015-09-03,Dish Cleaner,1658_2015-09-03
17128,2948,2015-06-16,Yogurt,2948_2015-06-16
17129,1273,2015-05-04,Whole Milk,1273_2015-05-04
17130,1155,2015-12-27,Brandy,1155_2015-12-27
17131,1672,2015-02-05,Brandy,1672_2015-02-05
17132,3841,2015-04-02,Yogurt,3841_2015-04-02
17133,1683,2015-08-20,Pip Fruit,1683_2015-08-20
17134,1774,2015-08-07,Other Vegetables,1774_2015-08-07
17135,4441,2015-06-17,Dishes,4441_2015-06-17
17136,1929,2015-05-02,Soda,1929_2015-05-02
17137,1273,2015-01-31,Pastry,1273_2015-01-31
17138,2920,2015-10-11,Beef,2920_2015-10-11
17139,2467,2015-04-18,Yogurt,2467_2015-04-18
17140,2678,2015-11-28,Dessert,2678_2015-11-28
17141,3423,2015-06-02,Flower (Seeds),3423_2015-06-02
17142,4223,2015-07-19,Bottled Water,4223_2015-07-19
17143,2846,2015-09-23,Liquor,2846_2015-09-23
17144,4103,2015-07-26,Whole Milk,4103_2015-07-26
17145,4789,2015-05-02,Curd,4789_2015-05-02
17146,4916,2015-02-26,Other Vegetables,4916_2015-02-26
17147,2518,2015-05-03,Other Vegetables,2518_2015-05-03
17148,2622,2015-03-07,Pip Fruit,2622_2015-03-07
17149,4321,2015-01-29,Chocolate,4321_2015-01-29
17150,2050,2015-06-28,Other Vegetables,2050_2015-06-28
17151,2146,2015-06-20,Newspapers,2146_2015-06-20
17152,3938,2015-05-26,Ham,3938_2015-05-26
17153,1636,2015-09-19,Bottled Beer,1636_2015-09-19
17154,4694,2015-07-29,Whole Milk,4694_2015-07-29
17155,2432,2015-07-07,Frozen Fish,2432_2015-07-07
17156,4937,2015-05-18,Sausage,4937_2015-05-18
17157,1293,2015-03-01,Light Bulbs,1293_2015-03-01
17158,2883,2015-02-17,Butter,2883_2015-02-17
17159,2267,2015-01-30,Frozen Vegetables,2267_2015-01-30
17160,3997,2015-06-09,Herbs,3997_2015-06-09
17161,4792,2015-07-20,Uht-Milk,4792_2015-07-20
17162,2292,2015-03-25,Root Vegetables,2292_2015-03-25
17163,1018,2015-05-23,Root Vegetables,1018_2015-05-23
17164,4922,2015-02-13,Ice Cream,4922_2015-02-13
17165,3151,2015-09-25,Dessert,3151_2015-09-25
17166,2517,2015-07-04,Uht-Milk,2517_2015-07-04
17168,4993,2015-01-21,Brown Bread,4993_2015-01-21
17169,1606,2015-11-11,Other Vegetables,1606_2015-11-11
17170,2918,2015-08-10,Ham,2918_2015-08-10
17171,1815,2015-01-13,Bottled Water,1815_2015-01-13
17172,4524,2015-07-05,Butter,4524_2015-07-05
17173,1395,2015-06-11,Soda,1395_2015-06-11
17174,3456,2015-06-16,Whole Milk,3456_2015-06-16
17175,1597,2015-02-05,Whole Milk,1597_2015-02-05
17176,2315,2015-05-02,Other Vegetables,2315_2015-05-02
17177,4095,2015-09-29,Ham,4095_2015-09-29
17178,3680,2015-11-24,Whole Milk,3680_2015-11-24
17179,2847,2015-11-23,White Bread,2847_2015-11-23
17181,4750,2015-08-04,Whipped/Sour Cream,4750_2015-08-04
17182,1384,2015-08-09,Specialty Chocolate,1384_2015-08-09
17183,3120,2015-08-09,Yogurt,3120_2015-08-09
17184,1081,2015-04-25,Butter Milk,1081_2015-04-25
17185,1171,2015-05-05,Onions,1171_2015-05-05
17186,4932,2015-07-08,Fruit/Vegetable Juice,4932_2015-07-08
17187,4189,2015-09-11,Whole Milk,4189_2015-09-11
17188,4455,2015-09-09,Soda,4455_2015-09-09
17189,2928,2015-02-11,Root Vegetables,2928_2015-02-11
17190,4817,2015-03-18,Whole Milk,4817_2015-03-18
17191,4257,2015-06-28,Herbs,4257_2015-06-28
17192,4254,2015-07-20,White Wine,4254_2015-07-20
17193,4071,2015-09-19,Soda,4071_2015-09-19
17194,2109,2015-10-28,Tropical Fruit,2109_2015-10-28
17195,1412,2015-07-05,Margarine,1412_2015-07-05
17196,4088,2015-09-23,Whole Milk,4088_2015-09-23
17197,4056,2015-10-20,Root Vegetables,4056_2015-10-20
17198,4441,2015-05-05,Soda,4441_2015-05-05
17199,4363,2015-07-01,Soda,4363_2015-07-01
17200,2107,2015-11-27,Bottled Water,2107_2015-11-27
17201,2941,2015-02-23,Brown Bread,2941_2015-02-23
17202,1497,2015-07-26,Butter Milk,1497_2015-07-26
17203,2211,2015-01-01,Pastry,2211_2015-01-01
17204,3510,2015-01-02,Whole Milk,3510_2015-01-02
17205,4074,2015-05-27,Cream Cheese ,4074_2015-05-27
17206,3190,2015-11-21,Liquor,3190_2015-11-21
17207,2297,2015-03-01,Shopping Bags,2297_2015-03-01
17208,3311,2015-07-01,Specialty Cheese,3311_2015-07-01
17209,3085,2015-01-21,Grapes,3085_2015-01-21
17210,3693,2015-11-16,Root Vegetables,3693_2015-11-16
17211,4859,2015-07-07,Other Vegetables,4859_2015-07-07
17212,2125,2015-06-25,Frozen Meals,2125_2015-06-25
17213,2261,2015-04-04,Root Vegetables,2261_2015-04-04
17215,4165,2015-08-18,Citrus Fruit,4165_2015-08-18
17216,3538,2015-03-01,Other Vegetables,3538_2015-03-01
17217,3913,2015-02-19,Other Vegetables,3913_2015-02-19
17218,2336,2015-04-14,Other Vegetables,2336_2015-04-14
17219,3549,2015-08-01,Misc. Beverages,3549_2015-08-01
17220,4434,2015-09-21,Mayonnaise,4434_2015-09-21
17221,2854,2015-02-08,Whole Milk,2854_2015-02-08
17222,3413,2015-02-08,Sausage,3413_2015-02-08
17224,2899,2015-09-06,Pastry,2899_2015-09-06
17225,2106,2015-08-13,Other Vegetables,2106_2015-08-13
17226,3929,2015-07-30,Yogurt,3929_2015-07-30
17227,3857,2015-10-01,Tropical Fruit,3857_2015-10-01
17228,4459,2015-12-18,Beverages,4459_2015-12-18
17229,4551,2015-07-28,Artif. Sweetener,4551_2015-07-28
17230,4042,2015-12-17,Soda,4042_2015-12-17
17231,2599,2015-05-06,Curd,2599_2015-05-06
17232,1045,2015-11-25,Onions,1045_2015-11-25
17233,4677,2015-01-24,Whole Milk,4677_2015-01-24
17234,1580,2015-06-14,Whole Milk,1580_2015-06-14
17235,3269,2015-10-07,Whole Milk,3269_2015-10-07
17236,4368,2015-01-29,Bottled Water,4368_2015-01-29
17237,1111,2015-11-20,Semi-Finished Bread,1111_2015-11-20
17238,4841,2015-09-13,Citrus Fruit,4841_2015-09-13
17239,3047,2015-09-07,Whole Milk,3047_2015-09-07
17241,3580,2015-11-24,Canned Beer,3580_2015-11-24
17242,2370,2015-07-18,Pastry,2370_2015-07-18
17243,3094,2015-06-28,Bottled Beer,3094_2015-06-28
17244,1146,2015-09-12,Margarine,1146_2015-09-12
17245,2287,2015-12-16,Tropical Fruit,2287_2015-12-16
17246,3911,2015-08-23,Salt,3911_2015-08-23
17247,4891,2015-04-19,Cream Cheese ,4891_2015-04-19
17248,4837,2015-12-02,Bottled Beer,4837_2015-12-02
17249,4464,2015-10-21,Ice Cream,4464_2015-10-21
17250,2940,2015-10-18,Rolls/Buns,2940_2015-10-18
17251,4972,2015-02-06,Chicken,4972_2015-02-06
17252,4890,2015-07-03,Tidbits,4890_2015-07-03
17253,4295,2015-07-17,Butter Milk,4295_2015-07-17
17254,2729,2015-09-24,Other Vegetables,2729_2015-09-24
17255,1125,2015-11-19,Citrus Fruit,1125_2015-11-19
17256,1850,2015-01-11,Hamburger Meat,1850_2015-01-11
17257,2928,2015-09-22,Frozen Meals,2928_2015-09-22
17258,3717,2015-05-30,Frozen Vegetables,3717_2015-05-30
17259,3809,2015-03-24,Ham,3809_2015-03-24
17260,3437,2015-02-02,Berries,3437_2015-02-02
17261,1481,2015-01-17,Pip Fruit,1481_2015-01-17
17262,1050,2015-05-04,Whole Milk,1050_2015-05-04
17263,2918,2015-03-16,Pork,2918_2015-03-16
17264,4499,2015-08-08,Tropical Fruit,4499_2015-08-08
17265,4117,2015-01-06,Bottled Beer,4117_2015-01-06
17266,1630,2015-05-22,Tropical Fruit,1630_2015-05-22
17268,3512,2015-11-17,Rolls/Buns,3512_2015-11-17
17269,1197,2015-04-27,Yogurt,1197_2015-04-27
17270,3958,2015-03-04,Rolls/Buns,3958_2015-03-04
17271,4890,2015-09-14,Condensed Milk,4890_2015-09-14
17272,3112,2015-05-19,Nuts/Prunes,3112_2015-05-19
17273,4502,2015-11-22,Soda,4502_2015-11-22
17274,4719,2015-06-01,Pip Fruit,4719_2015-06-01
17275,1516,2015-01-28,Oil,1516_2015-01-28
17276,4281,2015-10-18,Soda,4281_2015-10-18
17277,1566,2015-04-30,Ketchup,1566_2015-04-30
17278,4641,2015-11-29,Other Vegetables,4641_2015-11-29
17279,2561,2015-02-26,Whipped/Sour Cream,2561_2015-02-26
17280,2344,2015-12-17,Yogurt,2344_2015-12-17
17281,2643,2015-04-21,Whole Milk,2643_2015-04-21
17282,3236,2015-04-09,Rolls/Buns,3236_2015-04-09
17283,4863,2015-12-30,Curd,4863_2015-12-30
17284,2264,2015-01-12,Tropical Fruit,2264_2015-01-12
17285,3168,2015-03-20,Coffee,3168_2015-03-20
17286,1282,2015-11-18,Yogurt,1282_2015-11-18
17287,2832,2015-11-02,Frozen Vegetables,2832_2015-11-02
17288,3067,2015-11-27,Frozen Meals,3067_2015-11-27
17289,1847,2015-04-17,Rolls/Buns,1847_2015-04-17
17290,3525,2015-02-14,Frozen Vegetables,3525_2015-02-14
17291,1231,2015-10-14,Root Vegetables,1231_2015-10-14
17292,3471,2015-03-28,Vinegar,3471_2015-03-28
17293,2421,2015-11-22,Whole Milk,2421_2015-11-22
17294,4092,2015-06-14,Candy,4092_2015-06-14
17295,1577,2015-03-16,Cream Cheese ,1577_2015-03-16
17296,3463,2015-06-13,Bottled Water,3463_2015-06-13
17297,3518,2015-08-01,Brown Bread,3518_2015-08-01
17298,4325,2015-10-14,Beef,4325_2015-10-14
17299,4947,2015-11-18,Chicken,4947_2015-11-18
17300,2194,2015-01-11,Pip Fruit,2194_2015-01-11
17301,2868,2015-03-20,Hamburger Meat,2868_2015-03-20
17302,3211,2015-09-30,Whole Milk,3211_2015-09-30
17303,4537,2015-01-01,Brown Bread,4537_2015-01-01
17304,2243,2015-09-15,Rolls/Buns,2243_2015-09-15
17305,2399,2015-01-21,Margarine,2399_2015-01-21
17306,4133,2015-01-22,Yogurt,4133_2015-01-22
17307,2937,2015-06-17,Chewing Gum,2937_2015-06-17
17308,1029,2015-03-14,Ham,1029_2015-03-14
17309,4384,2015-09-22,Canned Fish,4384_2015-09-22
17310,3756,2015-07-22,Bottled Water,3756_2015-07-22
17311,1646,2015-06-19,Ham,1646_2015-06-19
17313,1259,2015-11-27,Root Vegetables,1259_2015-11-27
17314,2245,2015-01-28,Shopping Bags,2245_2015-01-28
17315,3289,2015-03-01,Soft Cheese,3289_2015-03-01
17316,3742,2015-08-22,Hamburger Meat,3742_2015-08-22
17317,4537,2015-04-09,Grapes,4537_2015-04-09
17318,4531,2015-09-29,Meat,4531_2015-09-29
17319,3764,2015-10-05,Pork,3764_2015-10-05
17320,1581,2015-08-13,Onions,1581_2015-08-13
17321,2859,2015-02-11,Herbs,2859_2015-02-11
17322,2175,2015-03-06,Sliced Cheese,2175_2015-03-06
17323,1301,2015-11-03,Pip Fruit,1301_2015-11-03
17324,3465,2015-11-01,Soda,3465_2015-11-01
17325,2203,2015-06-27,Onions,2203_2015-06-27
17326,2113,2015-08-16,Pork,2113_2015-08-16
17328,2805,2015-08-17,Canned Beer,2805_2015-08-17
17329,2511,2015-07-14,Cat Food,2511_2015-07-14
17330,2120,2015-01-26,Whole Milk,2120_2015-01-26
17331,2346,2015-04-24,Specialty Cheese,2346_2015-04-24
17332,2071,2015-10-14,Whole Milk,2071_2015-10-14
17333,2610,2015-02-26,Shopping Bags,2610_2015-02-26
17334,3489,2015-11-18,Other Vegetables,3489_2015-11-18
17335,3458,2015-08-13,Whole Milk,3458_2015-08-13
17336,4869,2015-02-06,Hygiene Articles,4869_2015-02-06
17337,2580,2015-04-11,Chicken,2580_2015-04-11
17338,3305,2015-06-24,Chocolate,3305_2015-06-24
17339,3811,2015-06-24,Other Vegetables,3811_2015-06-24
17340,1782,2015-08-16,Yogurt,1782_2015-08-16
17341,3050,2015-04-07,Whole Milk,3050_2015-04-07
17342,4924,2015-09-14,Butter,4924_2015-09-14
17343,1480,2015-11-21,Soda,1480_2015-11-21
17344,3508,2015-08-15,Hygiene Articles,3508_2015-08-15
17345,2545,2015-11-18,Frozen Dessert,2545_2015-11-18
17346,3638,2015-06-06,Pip Fruit,3638_2015-06-06
17347,3971,2015-12-30,Bottled Beer,3971_2015-12-30
17348,4536,2015-04-06,Pip Fruit,4536_2015-04-06
17349,2707,2015-06-12,Yogurt,2707_2015-06-12
17350,1382,2015-09-29,Packaged Fruit/Vegetables,1382_2015-09-29
17351,4648,2015-09-14,Instant Coffee,4648_2015-09-14
17352,2699,2015-04-18,Whole Milk,2699_2015-04-18
17353,3119,2015-02-05,Chicken,3119_2015-02-05
17354,4695,2015-09-09,Canned Beer,4695_2015-09-09
17355,4778,2015-08-24,Coffee,4778_2015-08-24
17356,3451,2015-04-26,Whole Milk,3451_2015-04-26
17357,2221,2015-12-16,Shopping Bags,2221_2015-12-16
17358,4217,2015-11-23,Liquor,4217_2015-11-23
17359,1334,2015-06-07,Onions,1334_2015-06-07
17360,2499,2015-11-22,Frozen Meals,2499_2015-11-22
17361,3585,2015-07-21,Other Vegetables,3585_2015-07-21
17362,3161,2015-11-08,Other Vegetables,3161_2015-11-08
17363,2434,2015-06-06,Pastry,2434_2015-06-06
17364,4448,2015-01-06,Tropical Fruit,4448_2015-01-06
17365,4597,2015-07-13,Seasonal Products,4597_2015-07-13
17366,4584,2015-10-09,Tropical Fruit,4584_2015-10-09
17367,1606,2015-03-10,Bottled Beer,1606_2015-03-10
17368,3323,2015-11-12,Sausage,3323_2015-11-12
17369,1308,2015-03-14,Root Vegetables,1308_2015-03-14
17370,1331,2015-10-07,Domestic Eggs,1331_2015-10-07
17371,2386,2015-01-30,Frozen Dessert,2386_2015-01-30
17372,3910,2015-02-28,Photo/Film,3910_2015-02-28
17373,4274,2015-08-01,Whole Milk,4274_2015-08-01
17374,3101,2015-01-21,Brown Bread,3101_2015-01-21
17375,4416,2015-12-23,Whole Milk,4416_2015-12-23
17376,2375,2015-12-09,Butter,2375_2015-12-09
17377,1819,2015-09-09,Tropical Fruit,1819_2015-09-09
17378,3981,2015-10-02,Dessert,3981_2015-10-02
17379,3553,2015-06-01,Ham,3553_2015-06-01
17380,3846,2015-01-28,Domestic Eggs,3846_2015-01-28
17381,3037,2015-02-23,Ham,3037_2015-02-23
17382,3469,2015-02-09,Brown Bread,3469_2015-02-09
17383,1601,2015-12-09,Root Vegetables,1601_2015-12-09
17384,4040,2015-03-03,Berries,4040_2015-03-03
